ride_id,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity,payment_method,seat_number
2294,2024-12-07,03:00:00,Location_E,Location_C,minibus,30,cash,24
2295,2024-11-21,13:08:00,Location_D,Location_E,minibus,14,mobile_payment,14
2296,2024-05-09,23:03:00,Location_D,Location_D,minibus,50,cash,33
2297,2024-08-02,17:13:00,Location_A,Location_A,bus,50,card,34
2298,2024-06-20,03:24:00,Location_B,Location_B,bus,50,mobile_payment,39
2299,2024-09-14,09:34:00,Location_A,Location_E,bus,14,cash,14
2300,2024-04-11,22:06:00,Location_D,Location_B,bus,30,mobile_payment,30
2301,2024-07-27,09:12:00,Location_D,Location_E,van,30,mobile_payment,30
2302,2024-10-17,03:49:00,Location_A,Location_C,bus,50,cash,38
2303,2024-12-19,10:56:00,Location_D,Location_B,bus,30,card,30
2304,2024-10-12,03:55:00,Location_C,Location_E,minibus,14,cash,14
2305,2024-04-25,13:17:00,Location_E,Location_E,van,30,mobile_payment,23
2306,2024-09-20,07:31:00,Location_B,Location_D,bus,30,card,29
2307,2024-05-29,09:36:00,Location_E,Location_D,van,14,card,14
2308,2024-10-26,22:06:00,Location_B,Location_D,van,14,mobile_payment,14
2309,2024-02-05,11:24:00,Location_D,Location_C,van,30,cash,26
2310,2024-11-28,02:25:00,Location_A,Location_B,van,30,cash,24
2311,2024-10-13,03:41:00,Location_A,Location_C,minibus,30,mobile_payment,30
2312,2024-10-29,03:14:00,Location_D,Location_A,minibus,50,cash,37
2313,2024-11-06,09:20:00,Location_B,Location_E,van,14,cash,14
2314,2024-07-26,21:15:00,Location_D,Location_E,van,50,cash,30
2315,2024-04-15,14:18:00,Location_B,Location_E,van,50,card,35
2316,2024-06-06,19:50:00,Location_D,Location_D,minibus,50,card,30
2317,2024-04-30,17:57:00,Location_D,Location_E,minibus,50,cash,33
2318,2024-02-24,11:56:00,Location_D,Location_D,van,30,mobile_payment,26
2319,2024-01-12,15:00:00,Location_A,Location_A,van,14,mobile_payment,14
2320,2024-05-24,15:01:00,Location_B,Location_C,van,30,mobile_payment,29
2321,2024-05-15,23:14:00,Location_D,Location_C,van,14,mobile_payment,14
2322,2024-01-03,06:27:00,Location_E,Location_C,minibus,50,cash,36
2323,2024-05-23,00:04:00,Location_E,Location_D,bus,14,cash,14
2324,2024-01-30,09:21:00,Location_A,Location_B,bus,14,mobile_payment,14
2325,2024-08-24,20:35:00,Location_C,Location_B,minibus,14,cash,13
2326,2024-10-05,13:12:00,Location_A,Location_A,minibus,14,mobile_payment,14
2327,2024-12-13,00:15:00,Location_C,Location_B,bus,30,mobile_payment,29
2328,2024-04-24,22:40:00,Location_A,Location_A,bus,50,card,34
2329,2024-04-13,21:31:00,Location_E,Location_E,bus,30,mobile_payment,25
2330,2024-04-27,15:50:00,Location_D,Location_C,van,50,card,30
2331,2024-01-05,14:57:00,Location_B,Location_D,bus,30,mobile_payment,23
2332,2024-12-25,13:51:00,Location_D,Location_A,bus,30,cash,24
2333,2024-09-04,09:52:00,Location_E,Location_D,van,30,card,30
2334,2024-12-29,11:59:00,Location_B,Location_D,van,14,cash,14
2335,2024-11-16,00:52:00,Location_C,Location_C,minibus,14,mobile_payment,14
2336,2024-04-30,16:40:00,Location_C,Location_E,van,14,card,14
2337,2024-10-12,22:50:00,Location_E,Location_E,bus,14,mobile_payment,14
2338,2024-05-28,17:27:00,Location_B,Location_B,van,30,mobile_payment,27
2339,2024-03-24,06:08:00,Location_D,Location_E,minibus,30,cash,26
2340,2024-08-18,21:25:00,Location_E,Location_C,bus,50,card,27
2341,2024-10-14,20:11:00,Location_C,Location_D,minibus,14,cash,9
2342,2024-06-09,06:45:00,Location_E,Location_A,minibus,14,cash,14
2343,2024-09-28,14:14:00,Location_D,Location_A,minibus,14,card,12
2344,2024-02-07,05:20:00,Location_A,Location_E,van,14,cash,14
2345,2024-08-13,13:01:00,Location_A,Location_B,van,14,mobile_payment,14
2346,2024-05-21,07:44:00,Location_D,Location_A,minibus,14,card,14
2347,2024-10-18,22:05:00,Location_B,Location_B,minibus,30,card,14
2348,2024-05-30,04:36:00,Location_E,Location_A,minibus,14,card,13
2349,2024-04-23,00:40:00,Location_D,Location_B,minibus,14,card,14
2350,2024-08-24,05:51:00,Location_A,Location_B,van,30,card,26
2351,2024-03-06,06:40:00,Location_C,Location_D,van,50,card,36
2352,2024-12-26,04:13:00,Location_D,Location_C,minibus,30,mobile_payment,30
2353,2024-12-06,04:07:00,Location_D,Location_A,van,14,card,14
2354,2024-09-14,06:12:00,Location_D,Location_E,bus,30,cash,30
2355,2024-09-05,12:39:00,Location_A,Location_C,van,14,cash,12
2356,2024-11-26,10:27:00,Location_A,Location_D,minibus,30,cash,28
2357,2024-11-18,17:56:00,Location_D,Location_D,van,50,card,34
2358,2024-06-28,18:37:00,Location_D,Location_D,bus,14,cash,14
2359,2024-07-08,21:01:00,Location_B,Location_E,bus,30,mobile_payment,26
2360,2024-06-02,12:22:00,Location_C,Location_A,van,30,cash,26
2361,2024-07-14,10:32:00,Location_E,Location_A,bus,30,card,23
2362,2024-11-06,23:01:00,Location_E,Location_B,bus,14,mobile_payment,14
2363,2024-09-18,16:39:00,Location_E,Location_B,van,30,mobile_payment,25
2364,2024-05-22,01:37:00,Location_A,Location_B,van,14,mobile_payment,14
2365,2024-12-07,21:04:00,Location_A,Location_E,van,14,cash,8
2366,2024-11-11,15:39:00,Location_B,Location_C,minibus,50,cash,37
2367,2024-04-10,18:15:00,Location_A,Location_A,minibus,50,card,29
2368,2024-08-31,12:25:00,Location_D,Location_B,bus,30,mobile_payment,26
2369,2024-01-12,19:38:00,Location_C,Location_E,bus,14,card,11
2370,2024-08-26,15:22:00,Location_C,Location_E,van,30,card,22
2371,2024-02-18,15:11:00,Location_C,Location_B,bus,14,card,14
2372,2024-02-11,13:55:00,Location_C,Location_D,van,14,mobile_payment,14
2373,2024-06-14,17:26:00,Location_E,Location_D,minibus,30,mobile_payment,24
2374,2024-03-22,17:15:00,Location_E,Location_D,van,14,card,11
2375,2024-10-17,19:15:00,Location_D,Location_B,bus,30,mobile_payment,30
2376,2024-06-06,12:57:00,Location_B,Location_E,van,14,cash,11
2377,2024-08-03,08:25:00,Location_A,Location_E,van,30,mobile_payment,28
2378,2024-06-06,08:12:00,Location_A,Location_A,van,30,cash,24
2379,2024-05-13,03:08:00,Location_E,Location_D,bus,50,mobile_payment,46
2380,2024-03-07,14:13:00,Location_C,Location_B,van,50,card,29
2381,2024-12-01,18:11:00,Location_D,Location_A,van,14,card,14
2382,2024-01-07,20:57:00,Location_B,Location_E,bus,30,cash,27
2383,2024-01-14,05:02:00,Location_E,Location_A,minibus,30,cash,30
2384,2024-03-13,21:51:00,Location_D,Location_D,minibus,30,mobile_payment,23
2385,2024-06-11,15:19:00,Location_D,Location_C,bus,30,cash,26
2386,2024-03-06,23:22:00,Location_E,Location_D,minibus,30,card,21
2387,2024-12-12,16:15:00,Location_D,Location_D,van,14,mobile_payment,14
2388,2024-05-09,05:07:00,Location_C,Location_B,bus,50,cash,39
2389,2024-07-24,18:29:00,Location_D,Location_C,van,30,card,21
2390,2024-10-02,01:13:00,Location_B,Location_C,van,30,card,25
2391,2024-09-12,21:43:00,Location_D,Location_C,bus,30,mobile_payment,24
2392,2024-09-22,16:59:00,Location_A,Location_E,van,14,mobile_payment,14
2393,2024-01-25,14:49:00,Location_D,Location_A,bus,50,mobile_payment,36
2394,2024-10-07,15:31:00,Location_E,Location_E,van,50,mobile_payment,38
2395,2024-09-09,12:20:00,Location_A,Location_C,minibus,30,cash,21
2396,2024-11-05,16:39:00,Location_E,Location_B,van,14,mobile_payment,14
2397,2024-10-15,00:56:00,Location_B,Location_D,van,50,cash,42
2398,2024-06-12,02:15:00,Location_C,Location_D,bus,50,card,38
2399,2024-04-04,01:46:00,Location_B,Location_E,minibus,14,mobile_payment,14
2400,2024-09-26,00:40:00,Location_A,Location_E,van,50,mobile_payment,38
2401,2024-11-16,15:30:00,Location_C,Location_B,van,14,mobile_payment,14
2402,2024-04-19,03:43:00,Location_D,Location_D,minibus,50,mobile_payment,34
2403,2024-12-01,00:32:00,Location_A,Location_E,minibus,14,mobile_payment,14
2404,2024-11-05,06:17:00,Location_C,Location_A,minibus,30,mobile_payment,24
2405,2024-08-25,22:59:00,Location_E,Location_E,minibus,50,mobile_payment,34
2406,2024-01-25,22:14:00,Location_C,Location_E,minibus,50,cash,25
2407,2024-05-20,12:15:00,Location_E,Location_C,van,50,mobile_payment,35
2408,2024-04-26,06:47:00,Location_E,Location_A,minibus,14,mobile_payment,14
2409,2024-01-25,12:13:00,Location_C,Location_A,minibus,50,mobile_payment,39
2410,2024-03-19,16:11:00,Location_B,Location_B,van,50,cash,38
2411,2024-03-08,23:23:00,Location_B,Location_C,bus,14,mobile_payment,11
2412,2024-06-21,19:12:00,Location_E,Location_A,van,50,mobile_payment,36
2413,2024-01-12,23:19:00,Location_A,Location_C,bus,50,card,35
2414,2024-10-14,14:55:00,Location_C,Location_C,minibus,14,mobile_payment,14
2415,2024-05-07,20:03:00,Location_A,Location_D,bus,14,card,7
2416,2024-04-05,21:33:00,Location_B,Location_A,van,14,card,14
2417,2024-04-01,17:01:00,Location_A,Location_D,bus,50,mobile_payment,35
2418,2024-05-20,14:29:00,Location_D,Location_E,bus,30,mobile_payment,28
2419,2024-01-31,18:46:00,Location_D,Location_E,bus,14,mobile_payment,14
2420,2024-11-29,19:41:00,Location_B,Location_D,minibus,50,card,25
2421,2024-01-20,23:19:00,Location_A,Location_E,van,30,cash,20
2422,2024-05-25,10:57:00,Location_C,Location_D,bus,30,cash,24
2423,2024-11-11,09:22:00,Location_B,Location_B,minibus,14,mobile_payment,14
2424,2024-06-08,04:40:00,Location_D,Location_C,van,14,mobile_payment,14
2425,2024-12-14,19:18:00,Location_B,Location_B,van,14,card,10
2426,2024-02-12,12:17:00,Location_A,Location_A,van,14,card,14
2427,2024-09-10,16:26:00,Location_A,Location_B,van,14,cash,11
2428,2024-05-09,05:09:00,Location_A,Location_B,minibus,50,card,39
2429,2024-02-29,01:23:00,Location_E,Location_E,van,50,cash,35
2430,2024-05-30,05:27:00,Location_A,Location_D,bus,14,mobile_payment,14
2431,2024-10-13,20:44:00,Location_D,Location_A,van,50,cash,29
2432,2024-01-05,17:38:00,Location_D,Location_E,van,14,cash,14
2433,2024-09-22,01:45:00,Location_E,Location_A,minibus,14,mobile_payment,14
2434,2024-12-10,04:49:00,Location_D,Location_C,bus,30,cash,26
2435,2024-05-09,10:09:00,Location_D,Location_D,bus,14,card,14
2436,2024-09-23,10:58:00,Location_B,Location_E,minibus,30,card,24
2437,2024-06-26,01:14:00,Location_A,Location_B,minibus,50,mobile_payment,44
2438,2024-09-09,06:40:00,Location_B,Location_C,bus,14,mobile_payment,14
2439,2024-02-25,04:06:00,Location_B,Location_B,bus,30,card,23
2440,2024-03-23,19:33:00,Location_D,Location_A,van,30,card,28
2441,2024-04-08,02:33:00,Location_C,Location_C,minibus,50,card,37
2442,2024-05-28,20:21:00,Location_A,Location_E,bus,30,card,20
2443,2024-11-24,22:18:00,Location_C,Location_B,bus,14,cash,11
2444,2024-06-04,03:23:00,Location_D,Location_B,minibus,14,card,14
2445,2024-07-08,19:38:00,Location_E,Location_A,minibus,30,mobile_payment,21
2446,2024-09-19,21:38:00,Location_B,Location_A,bus,14,mobile_payment,14
2447,2024-03-20,16:18:00,Location_D,Location_D,minibus,14,card,14
2448,2024-09-08,21:47:00,Location_D,Location_D,bus,30,cash,20
2449,2024-04-06,02:31:00,Location_C,Location_A,bus,50,card,42
2450,2024-09-16,14:45:00,Location_E,Location_D,van,50,card,36
2451,2024-09-16,14:45:00,Location_B,Location_B,van,14,mobile_payment,14
2452,2024-04-12,06:56:00,Location_E,Location_A,minibus,30,mobile_payment,30
2453,2024-02-09,02:29:00,Location_E,Location_C,minibus,14,cash,14
2454,2024-09-29,16:41:00,Location_E,Location_A,bus,14,cash,14
2455,2024-04-10,14:28:00,Location_A,Location_E,van,30,cash,24
2456,2024-12-24,05:59:00,Location_E,Location_E,minibus,50,mobile_payment,36
2457,2024-11-03,16:16:00,Location_D,Location_A,bus,14,cash,13
2458,2024-08-08,13:23:00,Location_A,Location_C,van,50,card,33
2459,2024-11-03,17:56:00,Location_A,Location_A,bus,14,card,14
2460,2024-05-03,04:39:00,Location_E,Location_C,van,30,mobile_payment,30
2461,2024-08-18,06:54:00,Location_D,Location_B,bus,30,card,19
2462,2024-06-26,03:49:00,Location_B,Location_B,van,50,cash,40
2463,2024-03-03,04:47:00,Location_E,Location_C,bus,14,card,11
2464,2024-04-25,13:26:00,Location_A,Location_D,bus,30,cash,22
2465,2024-07-09,18:30:00,Location_B,Location_B,minibus,14,cash,14
2466,2024-03-02,13:08:00,Location_B,Location_E,van,14,cash,14
2467,2024-09-12,05:16:00,Location_A,Location_A,van,50,card,31
2468,2024-01-07,18:43:00,Location_B,Location_D,minibus,14,mobile_payment,14
2469,2024-06-03,03:47:00,Location_D,Location_E,minibus,14,cash,14
2470,2024-04-01,10:21:00,Location_D,Location_A,bus,50,card,41
2471,2024-01-14,03:16:00,Location_E,Location_E,van,30,mobile_payment,30
2472,2024-08-16,07:45:00,Location_E,Location_D,bus,14,card,14
2473,2024-03-26,01:10:00,Location_B,Location_C,bus,14,mobile_payment,14
2474,2024-05-12,10:55:00,Location_A,Location_A,bus,30,card,19
2475,2024-07-01,21:55:00,Location_D,Location_E,minibus,50,cash,36
2476,2024-03-02,05:52:00,Location_C,Location_E,van,30,card,27
2477,2024-08-06,20:45:00,Location_E,Location_D,minibus,14,mobile_payment,14
2478,2024-09-02,09:25:00,Location_D,Location_D,minibus,14,cash,14
2479,2024-08-17,07:38:00,Location_B,Location_D,van,50,cash,33
2480,2024-03-19,07:59:00,Location_D,Location_C,van,50,card,37
2481,2024-05-28,07:54:00,Location_D,Location_B,minibus,30,cash,26
2482,2024-05-17,01:58:00,Location_B,Location_E,minibus,50,mobile_payment,39
2483,2024-11-09,15:40:00,Location_E,Location_C,minibus,30,cash,22
2484,2024-03-05,12:22:00,Location_E,Location_E,van,30,mobile_payment,25
2485,2024-01-13,11:26:00,Location_C,Location_C,van,14,mobile_payment,14
2486,2024-07-31,21:31:00,Location_C,Location_A,bus,30,mobile_payment,23
2487,2024-08-29,16:26:00,Location_E,Location_B,van,30,cash,19
2488,2024-07-31,01:44:00,Location_E,Location_E,minibus,50,cash,43
2489,2024-06-29,00:25:00,Location_E,Location_D,van,50,card,35
2490,2024-12-03,18:42:00,Location_E,Location_B,van,14,mobile_payment,14
2491,2024-06-21,04:32:00,Location_D,Location_E,van,14,mobile_payment,14
2492,2024-06-08,19:29:00,Location_C,Location_A,minibus,14,card,13
2493,2024-06-12,12:07:00,Location_B,Location_E,bus,30,card,22
2494,2024-07-06,05:16:00,Location_A,Location_E,bus,50,mobile_payment,46
2495,2024-07-09,11:00:00,Location_B,Location_E,minibus,30,mobile_payment,26
2496,2024-11-03,02:45:00,Location_A,Location_B,minibus,14,card,13
2497,2024-09-12,07:42:00,Location_D,Location_E,bus,50,cash,37
2498,2024-07-01,13:07:00,Location_C,Location_D,minibus,30,card,22
2499,2024-04-26,02:38:00,Location_A,Location_C,van,50,mobile_payment,43
2500,2024-10-08,18:03:00,Location_E,Location_D,van,30,mobile_payment,30
2501,2024-07-14,15:12:00,Location_D,Location_A,bus,14,cash,14
2502,2024-02-03,19:50:00,Location_A,Location_B,van,30,mobile_payment,30
2503,2024-02-21,04:54:00,Location_E,Location_C,bus,30,mobile_payment,29
2504,2024-04-21,04:19:00,Location_D,Location_B,minibus,14,card,13
2505,2024-09-08,23:35:00,Location_A,Location_B,bus,14,cash,14
2506,2024-03-22,01:57:00,Location_E,Location_E,bus,30,card,26
2507,2024-08-19,12:47:00,Location_C,Location_D,van,30,cash,21
2508,2024-08-14,21:33:00,Location_D,Location_C,bus,30,mobile_payment,24
2509,2024-08-20,18:16:00,Location_A,Location_E,bus,14,card,12
2510,2024-08-08,04:24:00,Location_E,Location_C,bus,14,card,14
2511,2024-02-11,17:59:00,Location_C,Location_D,minibus,14,card,14
2512,2024-01-21,22:52:00,Location_E,Location_E,van,50,cash,29
2513,2024-02-11,17:07:00,Location_C,Location_C,van,50,mobile_payment,35
2514,2024-04-22,14:44:00,Location_A,Location_E,bus,14,mobile_payment,14
2515,2024-04-14,12:15:00,Location_E,Location_B,bus,50,cash,40
2516,2024-07-10,21:19:00,Location_E,Location_A,minibus,50,card,30
2517,2024-01-17,12:19:00,Location_B,Location_C,van,30,mobile_payment,29
2518,2024-04-29,01:34:00,Location_D,Location_D,van,30,mobile_payment,30
2519,2024-05-08,14:54:00,Location_E,Location_C,bus,30,card,26
2520,2024-05-09,18:44:00,Location_C,Location_A,minibus,50,cash,25
2521,2024-02-29,04:57:00,Location_D,Location_C,minibus,50,mobile_payment,39
2522,2024-02-17,21:05:00,Location_A,Location_C,bus,30,card,25
2523,2024-01-29,13:03:00,Location_D,Location_C,bus,30,card,22
2524,2024-04-06,21:50:00,Location_B,Location_D,bus,14,card,14
2525,2024-01-10,22:38:00,Location_A,Location_A,bus,50,cash,31
2526,2024-08-29,03:33:00,Location_E,Location_A,bus,30,mobile_payment,28
2527,2024-11-09,06:02:00,Location_A,Location_D,minibus,30,cash,27
2528,2024-08-19,14:32:00,Location_A,Location_C,minibus,30,cash,20
2529,2024-10-03,01:41:00,Location_B,Location_C,bus,50,card,32
2530,2024-10-10,15:24:00,Location_C,Location_A,bus,30,card,22
2531,2024-07-21,14:23:00,Location_A,Location_C,van,30,card,22
2532,2024-09-03,14:30:00,Location_C,Location_B,minibus,30,cash,19
2533,2024-10-16,13:53:00,Location_D,Location_C,minibus,30,mobile_payment,28
2534,2024-09-20,13:05:00,Location_B,Location_C,bus,30,card,22
2535,2024-08-01,13:16:00,Location_E,Location_E,minibus,14,mobile_payment,14
2536,2024-07-18,17:19:00,Location_A,Location_A,minibus,30,mobile_payment,28
2537,2024-03-19,18:16:00,Location_C,Location_A,minibus,14,mobile_payment,13
2538,2024-12-08,15:39:00,Location_A,Location_B,van,50,card,31
2539,2024-12-09,06:51:00,Location_B,Location_B,minibus,50,mobile_payment,36
2540,2024-06-21,11:08:00,Location_E,Location_B,bus,50,cash,35
2541,2024-03-09,13:51:00,Location_D,Location_A,minibus,50,cash,34
2542,2024-03-27,00:09:00,Location_D,Location_E,minibus,50,cash,39
2543,2024-04-10,16:48:00,Location_C,Location_E,van,30,card,25
2544,2024-01-08,16:35:00,Location_D,Location_D,minibus,30,cash,18
2545,2024-11-28,16:17:00,Location_C,Location_A,van,50,mobile_payment,34
2546,2024-07-18,19:22:00,Location_E,Location_D,van,30,card,21
2547,2024-03-27,01:07:00,Location_A,Location_C,van,14,card,14
2548,2024-02-12,12:22:00,Location_B,Location_B,minibus,14,mobile_payment,14
2549,2024-04-18,21:19:00,Location_E,Location_D,bus,30,cash,13
2550,2024-05-31,21:46:00,Location_E,Location_D,bus,50,mobile_payment,38
2551,2024-01-17,19:22:00,Location_D,Location_A,minibus,50,mobile_payment,40
2552,2024-05-12,08:34:00,Location_D,Location_B,van,14,card,14
2553,2024-05-27,02:33:00,Location_B,Location_B,bus,30,cash,29
2554,2024-10-03,00:45:00,Location_A,Location_E,minibus,14,cash,14
2555,2024-08-19,16:44:00,Location_E,Location_D,bus,30,cash,17
2556,2024-11-09,18:29:00,Location_D,Location_E,minibus,50,mobile_payment,39
2557,2024-08-15,22:14:00,Location_E,Location_D,van,14,card,14
2558,2024-05-18,13:01:00,Location_A,Location_A,bus,30,card,17
2559,2024-07-29,06:48:00,Location_C,Location_A,minibus,50,card,35
2560,2024-01-28,17:05:00,Location_A,Location_C,minibus,30,cash,25
2561,2024-02-20,20:39:00,Location_E,Location_D,bus,50,cash,29
2562,2024-09-17,01:32:00,Location_E,Location_D,minibus,30,card,25
2563,2024-09-17,15:38:00,Location_B,Location_B,bus,14,mobile_payment,14
2564,2024-12-15,21:55:00,Location_E,Location_B,minibus,30,card,19
2565,2024-12-17,10:46:00,Location_D,Location_E,bus,14,mobile_payment,14
2566,2024-01-08,12:55:00,Location_B,Location_C,van,14,card,14
2567,2024-11-15,01:13:00,Location_E,Location_A,bus,14,mobile_payment,14
2568,2024-05-17,23:37:00,Location_A,Location_D,minibus,50,card,30
2569,2024-02-07,08:27:00,Location_E,Location_E,van,14,cash,14
2570,2024-04-20,06:17:00,Location_A,Location_C,van,14,cash,14
2571,2024-08-07,23:40:00,Location_A,Location_B,bus,14,cash,14
2572,2024-12-02,22:35:00,Location_E,Location_C,bus,50,cash,34
2573,2024-08-10,08:35:00,Location_A,Location_E,bus,30,card,22
2574,2024-05-15,11:03:00,Location_C,Location_A,van,50,cash,34
2575,2024-09-12,23:19:00,Location_B,Location_B,van,50,mobile_payment,30
2576,2024-12-25,13:55:00,Location_E,Location_B,bus,30,mobile_payment,30
2577,2024-11-24,23:06:00,Location_C,Location_A,minibus,30,cash,20
2578,2024-02-18,12:53:00,Location_A,Location_B,van,14,cash,10
2579,2024-10-18,07:54:00,Location_A,Location_E,bus,14,cash,11
2580,2024-11-19,04:43:00,Location_B,Location_B,minibus,30,card,26
2581,2024-03-18,12:28:00,Location_C,Location_D,bus,30,mobile_payment,29
2582,2024-04-14,19:13:00,Location_C,Location_C,van,50,mobile_payment,33
2583,2024-06-17,17:26:00,Location_E,Location_E,van,50,mobile_payment,38
2584,2024-08-04,23:24:00,Location_A,Location_A,bus,50,card,32
2585,2024-04-28,19:03:00,Location_D,Location_E,minibus,30,card,19
2586,2024-07-08,20:17:00,Location_E,Location_D,van,14,mobile_payment,14
2587,2024-09-11,06:14:00,Location_E,Location_B,bus,50,mobile_payment,38
2588,2024-09-22,20:37:00,Location_E,Location_B,bus,50,mobile_payment,39
2589,2024-05-28,15:51:00,Location_B,Location_E,minibus,30,cash,24
2590,2024-06-12,23:07:00,Location_B,Location_B,minibus,50,card,32
2591,2024-05-19,20:15:00,Location_E,Location_B,van,30,mobile_payment,24
2592,2024-12-12,21:15:00,Location_D,Location_D,minibus,14,cash,12
2593,2024-09-14,02:16:00,Location_C,Location_A,minibus,50,mobile_payment,47
2594,2024-09-25,08:56:00,Location_C,Location_C,van,50,mobile_payment,38
2595,2024-06-29,02:51:00,Location_A,Location_E,bus,50,card,39
2596,2024-06-08,06:17:00,Location_C,Location_A,van,30,mobile_payment,30
2597,2024-12-16,11:18:00,Location_C,Location_C,van,30,card,19
2598,2024-10-14,15:21:00,Location_D,Location_A,minibus,14,card,11
2599,2024-10-14,23:48:00,Location_C,Location_E,minibus,30,mobile_payment,30
2600,2024-08-13,19:14:00,Location_D,Location_D,bus,50,cash,32
2601,2024-01-11,00:01:00,Location_B,Location_D,minibus,50,mobile_payment,45
2602,2024-01-10,07:21:00,Location_D,Location_D,bus,30,mobile_payment,27
2603,2024-09-27,01:50:00,Location_B,Location_A,bus,14,mobile_payment,14
2604,2024-09-29,08:08:00,Location_D,Location_E,bus,30,cash,27
2605,2024-07-01,12:05:00,Location_E,Location_B,van,30,card,22
2606,2024-06-01,14:50:00,Location_B,Location_B,minibus,50,cash,36
2607,2024-11-10,20:14:00,Location_B,Location_D,minibus,50,cash,27
2608,2024-11-29,17:06:00,Location_C,Location_A,bus,50,mobile_payment,31
2609,2024-05-03,10:39:00,Location_B,Location_B,minibus,30,mobile_payment,27
2610,2024-04-23,05:39:00,Location_D,Location_A,bus,30,cash,24
2611,2024-10-04,01:50:00,Location_E,Location_E,minibus,14,card,14
2612,2024-07-31,15:38:00,Location_E,Location_D,van,50,card,34
2613,2024-06-20,09:43:00,Location_C,Location_C,minibus,14,mobile_payment,14
2614,2024-10-14,16:06:00,Location_D,Location_D,bus,50,card,34
2615,2024-06-22,21:39:00,Location_D,Location_C,van,14,card,14
2616,2024-04-22,06:03:00,Location_A,Location_B,minibus,50,card,32
2617,2024-05-01,02:50:00,Location_B,Location_C,van,30,cash,24
2618,2024-02-01,14:35:00,Location_C,Location_A,bus,50,cash,40
2619,2024-08-09,08:12:00,Location_E,Location_C,bus,14,mobile_payment,14
2620,2024-04-28,17:20:00,Location_A,Location_B,minibus,14,card,13
2621,2024-02-08,15:00:00,Location_D,Location_B,bus,50,mobile_payment,41
2622,2024-09-24,03:49:00,Location_B,Location_D,minibus,30,cash,30
2623,2024-08-20,07:51:00,Location_E,Location_B,bus,50,mobile_payment,39
2624,2024-01-18,15:20:00,Location_A,Location_A,bus,30,cash,20
2625,2024-05-28,10:51:00,Location_D,Location_C,bus,50,cash,39
2626,2024-05-28,20:52:00,Location_E,Location_E,minibus,30,mobile_payment,27
2627,2024-05-05,20:26:00,Location_E,Location_B,minibus,50,card,29
2628,2024-10-28,18:22:00,Location_D,Location_C,minibus,50,mobile_payment,39
2629,2024-12-25,18:49:00,Location_D,Location_D,minibus,30,card,23
2630,2024-08-25,18:42:00,Location_C,Location_E,bus,30,mobile_payment,27
2631,2024-05-14,02:39:00,Location_E,Location_D,van,50,mobile_payment,48
2632,2024-05-30,19:50:00,Location_D,Location_A,minibus,14,mobile_payment,14
2633,2024-08-23,09:47:00,Location_A,Location_D,bus,30,cash,30
2634,2024-08-11,04:51:00,Location_B,Location_C,bus,14,mobile_payment,14
2635,2024-07-21,08:07:00,Location_C,Location_E,minibus,14,cash,14
2636,2024-09-12,10:15:00,Location_D,Location_D,minibus,14,cash,9
2637,2024-03-26,06:46:00,Location_B,Location_D,bus,14,cash,14
2638,2024-05-29,23:20:00,Location_C,Location_A,minibus,50,mobile_payment,39
2639,2024-08-22,19:22:00,Location_E,Location_C,minibus,30,mobile_payment,25
2640,2024-12-10,16:37:00,Location_B,Location_D,van,50,mobile_payment,40
2641,2024-01-22,14:07:00,Location_C,Location_C,van,50,mobile_payment,46
2642,2024-12-13,06:01:00,Location_D,Location_B,minibus,50,cash,38
2643,2024-10-11,12:22:00,Location_D,Location_A,van,50,card,37
2644,2024-09-25,05:36:00,Location_C,Location_A,van,50,card,37
2645,2024-09-14,19:32:00,Location_E,Location_A,minibus,30,cash,25
2646,2024-01-29,17:14:00,Location_C,Location_C,bus,50,cash,31
2647,2024-07-31,22:41:00,Location_A,Location_D,bus,50,card,32
2648,2024-10-09,02:36:00,Location_C,Location_D,bus,50,card,36
2649,2024-02-19,23:28:00,Location_C,Location_C,bus,14,card,12
2650,2024-04-04,12:07:00,Location_D,Location_C,van,50,card,34
2651,2024-03-28,21:52:00,Location_E,Location_B,van,30,card,17
2652,2024-02-13,01:40:00,Location_C,Location_E,minibus,30,mobile_payment,30
2653,2024-10-04,16:58:00,Location_B,Location_E,minibus,30,card,19
2654,2024-06-19,17:44:00,Location_D,Location_A,bus,14,mobile_payment,14
2655,2024-07-07,00:43:00,Location_D,Location_D,bus,30,mobile_payment,30
2656,2024-12-18,19:51:00,Location_C,Location_A,minibus,14,cash,8
2657,2024-07-02,20:36:00,Location_B,Location_D,minibus,30,cash,20
2658,2024-01-03,07:26:00,Location_C,Location_D,bus,14,card,14
2659,2024-07-09,14:58:00,Location_B,Location_B,van,30,cash,24
2660,2024-04-27,02:05:00,Location_D,Location_C,van,50,card,42
2661,2024-01-19,12:43:00,Location_B,Location_C,van,30,cash,24
2662,2024-01-23,18:17:00,Location_C,Location_C,van,30,cash,23
2663,2024-01-30,23:00:00,Location_A,Location_E,van,30,card,16
2664,2024-10-21,06:43:00,Location_A,Location_C,minibus,50,cash,36
2665,2024-04-17,09:28:00,Location_B,Location_E,minibus,14,card,14
2666,2024-10-07,11:42:00,Location_C,Location_A,bus,14,cash,9
2667,2024-05-07,03:18:00,Location_E,Location_E,minibus,50,card,38
2668,2024-08-16,05:24:00,Location_A,Location_D,minibus,50,mobile_payment,41
